indice,ingles_original,mediana_bertscore,limite_inferior,limite_superior,num_pares_total,num_pares_discrepantes,status,status_manual
248,Bernie Sanders says Democrats are ready to help Republicans fix Obamacare,0.94,0.71,1.18,21,0,consistente,
249,Trump on Report He Ordered Mueller's Firing: 'Fake News',0.74,0.55,0.92,21,5,discrepante,
250,WaPo presents another holiday horror story: the wokest Thanksgiving dinner ever?,0.92,0.69,1.15,21,0,consistente,
251,"Congressman introduces ""COVFEFE Act"" to hold Trump's Tweets Accountable %%",0.88,0.66,1.1,21,0,consistente,
252,‘Wild West of sexual harassment’: Eric Bolling’s accuser tells Joy Reid about the despicable culture at Fox News,0.93,0.7,1.17,21,0,consistente,
253,"More than a week later, we still don't know who joined the conspiracy at Trump Tower",0.94,0.71,1.18,21,0,consistente,
254,Cernovich Promises to Expose Top Democrat Accused of Sexual Harassment Tonight,0.86,0.65,1.08,21,0,consistente,
255,STUPID ALERT! NARAL thinks they can get Gorsuch booted from SCOTUS case for THIS?,0.9,0.67,1.12,21,0,consistente,
256,Alt-right icon ‘Based Stickman’ faces a year in prison for beating counter-protesters with a baton,0.87,0.65,1.09,21,0,consistente,
257,This Photographer Wants to Change the Narrative on Black Men,0.92,0.69,1.15,21,0,consistente,
258,Trump is reasserting his role as the ultimate Zionist pawn,0.91,0.68,1.14,21,0,consistente,
259,"Ivanka Trump draws largest audience to witness a speech in Tokyo, period.",0.93,0.7,1.17,21,0,consistente,
260,"In Crimea, Russian Land Grab Feeds Cries of ‘Carpetbaggers!’",0.85,0.63,1.06,21,0,consistente,
261,President Trump caught rigging Official Presidential Job Performance Survey,0.81,0.6,1.01,21,0,consistente,
262,"Death, Snakes, Injury Await Smuggled Aliens in South Texas",0.81,0.61,1.01,21,0,consistente,
263,Egypt Opens Criminal Inquiry Over New York Times Article,0.93,0.7,1.16,21,0,consistente,
264,Kid Rock For Senate? New Website Leaves More Questions Than Answers,0.94,0.7,1.17,21,0,consistente,
265,Woman holding American flag pulled to ground & dragged at ‘free speech rally’ in Boston,0.89,0.67,1.11,21,0,consistente,
266,Conway: Scaramucci Tweet Shows Someone Trying to 'Scare Him Off',0.86,0.64,1.07,21,0,consistente,
267,"Puerto Rico Faces ‘Apocalyptic’ Devastation, Says Governor — 70K in ‘Danger’",0.86,0.64,1.07,21,0,consistente,
268,DACA Illegals say Impeach Trump vs Patriots Support President Trump,0.77,0.58,0.97,21,0,consistente,
269,New Hillary Clinton Emails Emerge -- Reveal Additional Mishandling of Classified Information,0.84,0.63,1.05,21,0,consistente,
270,Hungary confronts Soros in battle for future of the West,0.95,0.71,1.18,21,0,consistente,
271,"Find hope in the sign of the cross, Pope tells Eastern Christians",0.94,0.71,1.18,21,0,consistente,
272,‘Horrifying’: Group behind Planned Parenthood sting releases new video,0.84,0.63,1.05,21,0,consistente,
273,Trump trying to put a mole in the Russia investigation,0.88,0.66,1.09,21,0,consistente,
274,‘What world are you living in?’ Paul Krugman sends heads to desks explaining why Trump won,0.87,0.65,1.09,21,0,consistente,
275,‘Swing and a miss’: Jose Canseco addresses Political Pervalanche and it does NOT go well,0.77,0.57,0.96,21,0,consistente,
276,A navy seal explains why you should end a shower with cold water - Eye Opening Info,0.89,0.66,1.11,21,0,consistente,
277,Here's something to be thankful for: Obamacare enrollments still breaking records,0.89,0.67,1.11,21,0,consistente,
278,Who Do You Ship? What Tumblr Tells Us About Fan Culture,0.8,0.6,1.0,21,0,consistente,
279,How Rebecca Solnit Became the Voice of the Resistance,0.9,0.67,1.12,21,0,consistente,
280,"In Ohio, We Say No Knee-Jerk Bans On Any Gun Accessory",0.88,0.66,1.11,21,0,consistente,
281,Harvey Weinstein Rebuked by Cannes and Bafta Over Sexual Abuse Scandal,0.89,0.67,1.11,21,0,consistente,
282,BAM: Iowahawk drops a HEAVY mic on ‘Deliverance Twitter’ (PLEASE let these be parody accounts),0.86,0.64,1.07,21,0,consistente,
283,"Report: Matt Damon, Russell Crowe Helped Kill Harvey Weinstein Sexual Harassment Story in 2004",0.95,0.71,1.19,21,0,consistente,
284,Germany Offers Unprecedented Police Protection To Woman Behind ‘Liberal Mosque’,0.87,0.65,1.08,21,0,consistente,
285,Uber Loses Appeal to Categorize Employees as ‘Self-Employed’ in UK,0.9,0.68,1.13,21,0,consistente,
286,Jill Duggar husband Derick Dillard bullies Jazz Jennings anew citing evil forces,0.87,0.65,1.09,21,0,consistente,
287,SAVAGES: Woman accused of adultery is caned in Sharia punishment in front of cheering mob in “moderate” Indonesia,0.83,0.62,1.04,21,0,consistente,
288,McConnell Says Republicans Have the Votes to Pass the Tax Bill,0.94,0.7,1.17,21,0,consistente,
289,"Trump administration threatens to shut down Palestinian office in Washington, D.C. – Dr. Rich Swier",0.96,0.72,1.19,21,0,consistente,
290,Media Reports Say Trump Could Help Congress Pass an Unconditional Dream Act Amnesty,0.89,0.67,1.11,21,0,consistente,
291,Golden State Warriors destroy the Minnesota Timberwolves in preseason game,0.9,0.68,1.13,21,0,consistente,
292,Red Star/White Star: Why the Lockheed F-35 Should Fear Russia’s Su-35,0.97,0.73,1.21,21,0,consistente,
293,"José Molina, 81, Who Brought Spanish Dance to U.S. Audiences, Dies",0.83,0.63,1.04,21,0,consistente,
294,"Gov't reports November gain of 228,000 jobs, unemployment rate at 4.1%, wages still stuck",0.9,0.67,1.12,21,0,consistente,
295,"Obama Bundler, DNC Mega-Donor John Morgan, Skewers Democrats During Announcement He’s Leaving The Party…",0.85,0.64,1.06,21,0,consistente,
296,Eyewitnesses of Las Vegas Massacre Report FBI Has Wiped Their Phones & Laptops,0.88,0.66,1.09,21,0,consistente,
297,A huge new telescope in Canada is tracking the history of the universe’s expansion,0.93,0.7,1.16,21,0,consistente,
298,"Dr. Michael Salla, Exopolitics.org 12-27-17… “Trump Executive Order targets Deep State & Opens Door to Full Disclosure”",0.83,0.62,1.04,21,0,consistente,
299,SYRIANGIRL’s Facebook Ban Linked to Russia-gate Twitter Purge? – an Exclusive Interview,0.84,0.63,1.05,21,0,consistente,
300,Steve Wynn Claims Gun Free Zone Would Have Prevented Vegas Shooter,0.9,0.68,1.13,21,0,consistente,
301,"Maxine Waters: 'Mr. President, we are organizing to bring you down'",0.85,0.64,1.06,21,0,consistente,
302,LeBron calls out Cavs teammates for prior beef with D-Wade,0.88,0.66,1.1,21,0,consistente,
303,"Beer Cellars, Whiskey Tastings and the Women Bringing Them to Life",0.83,0.62,1.03,21,0,consistente,
304,Nike’s Islamic supremacist headbag for women has been named one of Time Magazine’s 25 BEST INVENTIONS OF 2017,0.91,0.69,1.14,21,0,consistente,
305,"Their Sons Sought a More Democratic Hong Kong, and Got Prison",0.92,0.69,1.15,21,0,consistente,
306,Fracking Has Cut More CO2 Emissions Than All Renewable Energy Combined,0.91,0.68,1.14,21,0,consistente,
307,Wind power gusts past coal to become second largest electricity source in Texas,0.89,0.67,1.11,21,0,consistente,
308,"Arrested Former C.I.A. Officer Had Ties to Chinese Spies, Ex-Colleague Says",0.9,0.67,1.12,21,0,consistente,
309,Muslim killer-cop’s story falls apart: Justine Damond’s neighbors heard no loud noises- multiple people interviewed,0.91,0.68,1.14,21,0,consistente,
310,Homeland Security Faces Lawsuit Over Warrantless Searches At Border,0.8,0.6,1.01,21,0,consistente,
311,ADAPT storms Bobby Rush's office to protect Americans with Disabilities Act.,0.87,0.65,1.09,21,0,consistente,
312,Former Auburn University professor turned priest busted in massive Alabama child porn sting,0.85,0.63,1.06,21,0,consistente,
313,Congressional Republicans Are Escalating Their Feud With The FBI,0.85,0.64,1.07,21,0,consistente,
314,"Bless her HEART! Chelsea Clinton confuses health insurance with health care, gets SCHOOLED",0.86,0.64,1.07,21,0,consistente,
315,"America's Most Dangerous Politician, Kris Kobach, moves to redefine Democracy",0.91,0.68,1.14,21,0,consistente,
316,"In Catalonia, a Church Becomes a Place of Artistic Pilgrimage",0.89,0.67,1.11,21,0,consistente,
317,Plan to forbid words at Trump’s FDA withdrawn after after report of new CDC policy draws outrage,0.94,0.7,1.17,21,0,consistente,
318,Park Lane Hotel Draws No Bids Near $1 Billion Price,0.81,0.6,1.01,21,0,consistente,
319,Trump administration taps coal consultant for mining oversight role,0.87,0.65,1.08,21,0,consistente,
320,A White House reporter went rogue and livestreamed the press briefing despite video and audio ban,0.92,0.69,1.15,21,0,consistente,
321,"Trump's laughably unqualified judicial nominee loves ghost hunting, guns, and secrecy",0.81,0.61,1.01,21,0,consistente,
322,An Iranian Wrestler Throws His Match to Avoid an Israeli,0.85,0.64,1.06,21,0,consistente,
323,Russia marking day of defeat of Nazi forces | TASS,0.89,0.67,1.11,21,0,consistente,
324,"Manchester City 3, Burnley 0, Aguero marked his 177th EPL goal with a penalty",0.9,0.68,1.13,21,0,consistente,
325,Buzzfeed Crew Shocked To Learn They Have Low Testosterone Levels,0.8,0.6,1.0,21,0,consistente,
326,Reviled coal businessman Don Blankenship reportedly mulling a Senate bid against Joe Manchin,0.86,0.65,1.08,21,0,consistente,
327,Bill Maher Accuses Republicans Of ‘Murder’ Over Health Care Bill,0.86,0.64,1.07,21,0,consistente,
328,Joy Ann Reid unleashes 42 tweets about the 'rigged' DNC—that all sides may want to read,0.91,0.68,1.13,21,0,consistente,
329,"As Texas reels from Harvey, Trump may tear DACA from 120,000 immigrant youth in the state",0.9,0.67,1.12,21,0,consistente,
330,"With Open Arms, LaDainian Tomlinson Leads Hall of Fame Inductees",0.87,0.65,1.08,21,0,consistente,
331,Big City Liberals Are Forcing Rural Counties To Secede -,0.77,0.58,0.97,21,1,discrepante,
332,Brazilian President’s Latest Attack on Environment Opens Amazon Reserve to Mining,0.86,0.64,1.07,21,0,consistente,
333,Trump Himself Signed 'Letter of Intent' to Build in Russia during Campaign,0.9,0.68,1.13,21,0,consistente,
334,Vice Media’s Digital Chief Loses Job After Sexual Harassment Investigation,0.89,0.66,1.11,21,0,consistente,
335,Jimmy Kimmel adds his voice in support of the Children's Health Insurance Program,0.91,0.69,1.14,21,0,consistente,
336,WATCH: Kate Bolduan nails Virginia GOPer for appearing with top white nationalist just 5 months ago,0.88,0.66,1.09,21,0,consistente,
337,Groups Make Last-minute Push to Save National Monument Areas,0.92,0.69,1.16,21,0,consistente,
338,Trumpian ‘bravado isn’t how we conduct ourselves’: Democratic military vets enlist in Congressional races,0.82,0.62,1.03,21,0,consistente,
339,FedEx raises full year profit outlook after quarterly growth,0.89,0.67,1.11,21,0,consistente,
340,Trump Pressed Top Republicans to End Senate Russia Inquiry,0.89,0.67,1.11,21,0,consistente,
341,We Should Have Followed Germany’s Example For Our Confederate Monuments,0.97,0.73,1.21,21,0,consistente,
342,China Denies Rex Tillerson’s Accusations of Predatory Economic Policy,0.93,0.7,1.16,21,0,consistente,
343,Prof Who Said ‘Trump Must Hang’ Won’t Be Returning To Teach,0.84,0.63,1.05,21,0,consistente,
344,Leveraging data to provide insight into complex issues surrounding Veteran homelessness,0.81,0.61,1.02,21,0,consistente,
345,"Inspiring Mother Has Made Over 15,000 Capes for Superhero Kids in Need",0.84,0.63,1.05,21,0,consistente,
346,St. Louis archbishop leads prayer for peace after violent protests,0.95,0.72,1.19,21,0,consistente,
347,Planned Parenthood Is Targeting Baby Girls in the Womb,0.78,0.59,0.98,21,0,consistente,
348,Taylor Swift presents behind-the-scenes of ‘Look What You Made Me Do’,0.84,0.63,1.05,21,0,consistente,
349,The global car oil filter market is poised to reach about US$$ 535 Mn by the end of 2022,0.93,0.7,1.16,21,0,consistente,
350,Internet Erupts Over Woman Who Posted Breastfeeding Pic at Disneyland,0.83,0.62,1.04,21,0,consistente,
351,"Mohammed bin Salman bought ""Salvatore Mundi"". Talibangelical heads explode in...",0.91,0.68,1.14,21,0,consistente,
352,Rev. Graham: No President in My Lifetime Has Defended the Christian Faith Like Trump,0.93,0.7,1.16,21,0,consistente,
353,Trump personally attacks Colin Kaepernick over national anthem protests,0.92,0.69,1.15,21,0,consistente,
354,AL-Sen: Sen. Cory Booker (D. NJ) Helps Get Out The Vote For Doug Jones (D) To Defeat Roy Moore (R),0.83,0.63,1.04,21,0,consistente,
355,"Becerra Tried To Block Server Admin Over Red Flags, But Logins Continued, With Muted Reaction",0.82,0.61,1.02,21,0,consistente,
356,Beyonce Starts Her Residency 2 Weeks Late After Delivering Twins,0.87,0.65,1.09,21,0,consistente,
357,"HAARP Weather Warfare? Water Recedes In South America, Huge Waves Hit Africa",0.85,0.64,1.06,21,0,consistente,
358,Fox News Poll: Majority Believe Trump Tearing Country Apart,0.85,0.64,1.07,21,0,consistente,
359,DAAAMN! Jenna Jameson drops the MOTHER OF ALL TRUTH-BOMBS on Lisa Bloom,0.85,0.64,1.06,21,0,consistente,
360,"So yeah, we’re thinking the Auto Mag in .44AMP is back (PHOTOS)",0.9,0.68,1.13,21,0,consistente,
361,False charges of ‘Fake News’ are harming our free press,0.88,0.66,1.1,21,0,consistente,
362,‘No innocent explanation for this’: Kurt Eichenwald exposes reasons for Kushner meeting with Russian bankers,0.9,0.68,1.13,21,0,consistente,
363,The Lakers might bag the NBA Sixth Man of the Year Award,0.91,0.69,1.14,21,0,consistente,
364,Sony will unveil its media showcase at the Paris Games week predictions for Sony,0.82,0.62,1.03,21,0,consistente,
365,Photogallery - Laura Peterson presents 'FAILURE' on stage in NYC,0.94,0.7,1.17,21,0,consistente,
366,Russobot Fake News is polluting our Weblog with Foul-Mouthed Diaries,0.8,0.6,1.01,21,0,consistente,
367,Nancy Pelosi releases scathing statement over these reports about Trump,0.86,0.64,1.07,21,0,consistente,
368,Harlem Globetrotter Sets New Guinness World Record With Highest Upwards Shot,0.87,0.65,1.09,21,0,consistente,
369,Migrant Youth Gangs Turn Berlin Area into Borderline No-Go Zone,0.82,0.61,1.02,21,0,consistente,
370,This Hamptons Dinner Series Is Elevating the Reputation of Rosé,0.86,0.64,1.07,21,0,consistente,
371,Campus Carry' Law Would End Students as Victims in Fla.,0.8,0.6,1.0,21,0,consistente,
372,Rising Star Dem Harris Raises Funds for Fellow Lawmakers,0.78,0.59,0.98,21,0,consistente,
373,Floyd Mayweather Treated Himself to a Lavish Beverly Hills Estate,0.88,0.66,1.1,21,0,consistente,
374,VIDEO: Javier Baez robs Bryce Harper with spectacular catch,0.91,0.68,1.13,21,0,consistente,
375,Paul Kagame Appears Set for Victory in Rwanda Vote,0.9,0.67,1.12,21,0,consistente,
376,"Trump Campaign Raises $$11.6 Million, Spends $$1 Million on Legal Fees",0.88,0.66,1.1,21,0,consistente,
377,"Morning Digest: GOP turns to Missouri attorney general for Senate race, but he may face a primary",0.87,0.66,1.09,21,0,consistente,
378,The Secret Service Will No Longer Protect These Trump Team Members,0.87,0.65,1.08,21,0,consistente,
379,Watch: Rellik the Psycho Clown could lose his job with the Circus of Horrors,0.9,0.68,1.13,21,0,consistente,
380,Schumer and Allies Use Jimmy Kimmel Like a Pawn,0.97,0.73,1.21,21,0,consistente,
381,Trump says O. J. Simpson was framed and the LAPD planted evidence in newly released transcripts,0.92,0.69,1.15,21,0,consistente,
382,Anti-Establishment Billionaire Andrej Babiš to be Named Czech PM,0.88,0.66,1.1,21,0,consistente,
383,House Democrats Take Demands for Trump Hotel Records to Court,0.88,0.66,1.1,21,0,consistente,
384,PURE HELL: We spent 24 hours living through Florida’s FLAKKA crisis,0.92,0.69,1.15,21,0,consistente,
385,Photogallery - Samsung to break tradition with dual cameras from 2018,0.9,0.67,1.12,21,0,consistente,
386,LMAO: Hillary Says If Trump Investigates Her It’ll Be A ‘Disastrous Step Towards…,0.89,0.67,1.11,21,0,consistente,
387,Remembering the Future: How Ancient Maya Agronomists Changed the Modern World,0.87,0.65,1.09,21,0,consistente,
388,Trump touts 'Made in America' week but is quietly hiring more foreign workers at Mar-a-Lago,0.92,0.69,1.15,21,0,consistente,
389,"A year after Don the Con promised to save their jobs, Carrier Corp. employees face more layoffs",0.89,0.67,1.11,21,0,consistente,
390,"It makes sense for progressives to go after Trump voters, too",0.9,0.67,1.12,21,0,consistente,
391,Kaepernick’s Girlfriend Just Called Ravens Owner Racist Which Writer Says 'Just Doomed’ His NFL Season,0.91,0.68,1.13,21,0,consistente,
392,"Rep. Paul Gosar Unveils 'Not All DREAMers' PAC, Plans to Fight Open Border Candidates",0.83,0.62,1.04,21,0,consistente,
393,Russian trolls watched ‘House of Cards’ to learn about US politics,0.9,0.67,1.12,21,0,consistente,
394,Donald Trump will increase the US military power in Afghanistan,0.91,0.68,1.14,21,0,consistente,
