frases_ingles,metrica,modelo,score
She is giving a presentation at work.,BLEURT,gemma3,1.0758318901062012
She is giving a presentation at work.,COMET22,gemma3,0.9747384190559387
She is giving a presentation at work.,KIWI-XL,gemma3,1.0511384010314941
She is giving a presentation at work.,XCOMET-XL,gemma3,1.0
She is giving a presentation at work.,ROUGE,gemmaX,0.8571428571428571
She is giving a presentation at work.,BLEU,gemmaX,0.7013967267997694
She is giving a presentation at work.,BERTSCORE,gemmaX,0.9628869295120239
She is giving a presentation at work.,BLEURT,gemmaX,0.9782870411872864
She is giving a presentation at work.,COMET22,gemmaX,0.94520103931427
She is giving a presentation at work.,KIWI-XL,gemmaX,1.069752812385559
She is giving a presentation at work.,XCOMET-XL,gemmaX,1.0
She is giving a presentation at work.,ROUGE,gpt,1.0
She is giving a presentation at work.,BLEU,gpt,1.0
She is giving a presentation at work.,BERTSCORE,gpt,1.0
She is giving a presentation at work.,BLEURT,gpt,1.0758318901062012
She is giving a presentation at work.,COMET22,gpt,0.9747384190559387
She is giving a presentation at work.,KIWI-XL,gpt,1.0511384010314941
She is giving a presentation at work.,XCOMET-XL,gpt,1.0
She is giving a presentation at work.,ROUGE,llama,1.0
She is giving a presentation at work.,BLEU,llama,1.0
She is giving a presentation at work.,BERTSCORE,llama,1.0
She is giving a presentation at work.,BLEURT,llama,1.0758318901062012
She is giving a presentation at work.,COMET22,llama,0.9737130999565125
She is giving a presentation at work.,KIWI-XL,llama,1.06694495677948
She is giving a presentation at work.,XCOMET-XL,llama,1.0
She is giving a presentation at work.,ROUGE,marian,0.8571428571428571
She is giving a presentation at work.,BLEU,marian,0.7013967267997694
She is giving a presentation at work.,BERTSCORE,marian,0.9628869295120239
She is giving a presentation at work.,BLEURT,marian,0.9782870411872864
She is giving a presentation at work.,COMET22,marian,0.9452010989189148
She is giving a presentation at work.,KIWI-XL,marian,1.069752812385559
She is giving a presentation at work.,XCOMET-XL,marian,1.0
She is giving a presentation at work.,ROUGE,meta,0.7142857142857143
She is giving a presentation at work.,BLEU,meta,0.5329462628216854
She is giving a presentation at work.,BERTSCORE,meta,0.9431247711181641
She is giving a presentation at work.,BLEURT,meta,0.8147371411323547
She is giving a presentation at work.,COMET22,meta,0.931438148021698
She is giving a presentation at work.,KIWI-XL,meta,1.0255357027053833
She is giving a presentation at work.,XCOMET-XL,meta,1.0
She is giving a presentation at work.,ROUGE,mistral,0.6666666666666666
She is giving a presentation at work.,BLEU,mistral,0.0
She is giving a presentation at work.,BERTSCORE,mistral,0.8883850574493408
She is giving a presentation at work.,BLEURT,mistral,-0.38842764496803284
She is giving a presentation at work.,COMET22,mistral,0.7951399683952332
She is giving a presentation at work.,KIWI-XL,mistral,0.9026262760162354
She is giving a presentation at work.,XCOMET-XL,mistral,0.976691484451294
She is giving a presentation at work.,ROUGE,qwen,1.0
She is giving a presentation at work.,BLEU,qwen,1.0
She is giving a presentation at work.,BERTSCORE,qwen,1.0
She is giving a presentation at work.,BLEURT,qwen,1.0758318901062012
She is giving a presentation at work.,COMET22,qwen,0.9737130999565125
She is giving a presentation at work.,KIWI-XL,qwen,1.06694495677948
She is giving a presentation at work.,XCOMET-XL,qwen,1.0
He went to a birthday party last night.,ROUGE,gemini,1.0
He went to a birthday party last night.,BLEU,gemini,1.0
He went to a birthday party last night.,BERTSCORE,gemini,1.0
He went to a birthday party last night.,BLEURT,gemini,1.0724488496780396
He went to a birthday party last night.,COMET22,gemini,0.9786860346794128
He went to a birthday party last night.,KIWI-XL,gemini,0.9916965961456299
He went to a birthday party last night.,XCOMET-XL,gemini,1.0
He went to a birthday party last night.,ROUGE,gemma3,1.0
He went to a birthday party last night.,BLEU,gemma3,1.0
He went to a birthday party last night.,BERTSCORE,gemma3,1.0
He went to a birthday party last night.,BLEURT,gemma3,1.0724488496780396
He went to a birthday party last night.,COMET22,gemma3,0.9786860346794128
He went to a birthday party last night.,KIWI-XL,gemma3,0.9439772963523865
He went to a birthday party last night.,XCOMET-XL,gemma3,1.0
He went to a birthday party last night.,ROUGE,gemmaX,1.0
He went to a birthday party last night.,BLEU,gemmaX,1.0
He went to a birthday party last night.,BERTSCORE,gemmaX,1.0
He went to a birthday party last night.,BLEURT,gemmaX,1.0724488496780396
He went to a birthday party last night.,COMET22,gemmaX,0.9786860346794128
He went to a birthday party last night.,KIWI-XL,gemmaX,0.9439771771430969
He went to a birthday party last night.,XCOMET-XL,gemmaX,1.0
He went to a birthday party last night.,ROUGE,gpt,1.0
He went to a birthday party last night.,BLEU,gpt,1.0
He went to a birthday party last night.,BERTSCORE,gpt,1.0
He went to a birthday party last night.,BLEURT,gpt,1.0724488496780396
He went to a birthday party last night.,COMET22,gpt,0.9786860346794128
He went to a birthday party last night.,KIWI-XL,gpt,0.9439773559570312
He went to a birthday party last night.,XCOMET-XL,gpt,1.0
He went to a birthday party last night.,ROUGE,llama,1.0
He went to a birthday party last night.,BLEU,llama,1.0
He went to a birthday party last night.,BERTSCORE,llama,1.0
He went to a birthday party last night.,BLEURT,llama,1.0724488496780396
He went to a birthday party last night.,COMET22,llama,0.9786860346794128
He went to a birthday party last night.,KIWI-XL,llama,0.9439772963523865
He went to a birthday party last night.,XCOMET-XL,llama,1.0
He went to a birthday party last night.,ROUGE,marian,1.0
He went to a birthday party last night.,BLEU,marian,1.0
He went to a birthday party last night.,BERTSCORE,marian,1.0
He went to a birthday party last night.,BLEURT,marian,1.0724488496780396
He went to a birthday party last night.,COMET22,marian,0.9786860346794128
He went to a birthday party last night.,KIWI-XL,marian,0.9439770579338074
He went to a birthday party last night.,XCOMET-XL,marian,1.0
He went to a birthday party last night.,ROUGE,meta,0.75
He went to a birthday party last night.,BLEU,meta,0.48549177170732344
He went to a birthday party last night.,BERTSCORE,meta,0.971845805644989
He went to a birthday party last night.,BLEURT,meta,0.8926367163658142
He went to a birthday party last night.,COMET22,meta,0.8987218737602234
He went to a birthday party last night.,KIWI-XL,meta,0.9024634957313538
He went to a birthday party last night.,XCOMET-XL,meta,1.0
He went to a birthday party last night.,ROUGE,mistral,1.0
He went to a birthday party last night.,BLEU,mistral,1.0
He went to a birthday party last night.,BERTSCORE,mistral,1.0
He went to a birthday party last night.,BLEURT,mistral,1.0724488496780396
He went to a birthday party last night.,COMET22,mistral,0.9786860346794128
He went to a birthday party last night.,KIWI-XL,mistral,0.9439773559570312
He went to a birthday party last night.,XCOMET-XL,mistral,1.0
He went to a birthday party last night.,ROUGE,qwen,1.0
He went to a birthday party last night.,BLEU,qwen,1.0
He went to a birthday party last night.,BERTSCORE,qwen,1.0
He went to a birthday party last night.,BLEURT,qwen,1.0724488496780396
He went to a birthday party last night.,COMET22,qwen,0.9786860346794128
He went to a birthday party last night.,KIWI-XL,qwen,0.9439773559570312
He went to a birthday party last night.,XCOMET-XL,qwen,1.0
She went to the library to study.,ROUGE,gemini,1.0
She went to the library to study.,BLEU,gemini,1.0
She went to the library to study.,BERTSCORE,gemini,1.0
She went to the library to study.,BLEURT,gemini,1.062968134880066
She went to the library to study.,COMET22,gemini,0.9724595546722412
She went to the library to study.,KIWI-XL,gemini,1.0328350067138672
She went to the library to study.,XCOMET-XL,gemini,1.0
She went to the library to study.,ROUGE,gemma3,1.0
She went to the library to study.,BLEU,gemma3,1.0
She went to the library to study.,BERTSCORE,gemma3,1.0000001192092896
She went to the library to study.,BLEURT,gemma3,1.062968134880066
She went to the library to study.,COMET22,gemma3,0.9724594950675964
She went to the library to study.,KIWI-XL,gemma3,1.0450249910354614
She went to the library to study.,XCOMET-XL,gemma3,1.0
She went to the library to study.,ROUGE,gemmaX,1.0
She went to the library to study.,BLEU,gemmaX,1.0
She went to the library to study.,BERTSCORE,gemmaX,1.0000001192092896
She went to the library to study.,BLEURT,gemmaX,1.062968134880066
She went to the library to study.,COMET22,gemmaX,0.9724594950675964
She went to the library to study.,KIWI-XL,gemmaX,1.0450249910354614
She went to the library to study.,XCOMET-XL,gemmaX,1.0
She went to the library to study.,ROUGE,gpt,1.0
She went to the library to study.,BLEU,gpt,1.0
She went to the library to study.,BERTSCORE,gpt,1.0000001192092896
She went to the library to study.,BLEURT,gpt,1.062968134880066
She went to the library to study.,COMET22,gpt,0.9713265895843506
She went to the library to study.,KIWI-XL,gpt,1.048655390739441
She went to the library to study.,XCOMET-XL,gpt,1.0
She went to the library to study.,ROUGE,llama,1.0
She went to the library to study.,BLEU,llama,1.0
She went to the library to study.,BERTSCORE,llama,1.0000001192092896
She went to the library to study.,BLEURT,llama,1.062968134880066
She went to the library to study.,COMET22,llama,0.9724595546722412
She went to the library to study.,KIWI-XL,llama,1.0450249910354614
She went to the library to study.,XCOMET-XL,llama,1.0
She went to the library to study.,ROUGE,marian,1.0
She went to the library to study.,BLEU,marian,1.0
She went to the library to study.,BERTSCORE,marian,1.0000001192092896
She went to the library to study.,BLEURT,marian,1.062968134880066
She went to the library to study.,COMET22,marian,0.9724595546722412
She went to the library to study.,KIWI-XL,marian,1.045025110244751
She went to the library to study.,XCOMET-XL,marian,1.0
She went to the library to study.,ROUGE,meta,1.0
She went to the library to study.,BLEU,meta,1.0
She went to the library to study.,BERTSCORE,meta,1.0000001192092896
She went to the library to study.,BLEURT,meta,1.062968134880066
She went to the library to study.,COMET22,meta,0.9724595546722412
She went to the library to study.,KIWI-XL,meta,1.045025110244751
She went to the library to study.,XCOMET-XL,meta,1.0
She went to the library to study.,ROUGE,mistral,1.0
She went to the library to study.,BLEU,mistral,1.0
She went to the library to study.,BERTSCORE,mistral,1.0000001192092896
She went to the library to study.,BLEURT,mistral,1.062968134880066
She went to the library to study.,COMET22,mistral,0.9713265895843506
She went to the library to study.,KIWI-XL,mistral,1.048655390739441
She went to the library to study.,XCOMET-XL,mistral,1.0
She went to the library to study.,ROUGE,qwen,1.0
She went to the library to study.,BLEU,qwen,1.0
She went to the library to study.,BERTSCORE,qwen,1.0000001192092896
She went to the library to study.,BLEURT,qwen,1.062968134880066
She went to the library to study.,COMET22,qwen,0.972459614276886
She went to the library to study.,KIWI-XL,qwen,1.0450249910354614
She went to the library to study.,XCOMET-XL,qwen,1.0
They went to the theater to watch a play.,ROUGE,gemini,0.8888888888888888
They went to the theater to watch a play.,BLEU,gemini,0.6580370064762462
They went to the theater to watch a play.,BERTSCORE,gemini,0.9905972480773926
They went to the theater to watch a play.,BLEURT,gemini,0.9632642269134521
They went to the theater to watch a play.,COMET22,gemini,0.9598609805107117
They went to the theater to watch a play.,KIWI-XL,gemini,1.0593657493591309
They went to the theater to watch a play.,XCOMET-XL,gemini,1.0
They went to the theater to watch a play.,ROUGE,gemma3,0.8888888888888888
They went to the theater to watch a play.,BLEU,gemma3,0.6580370064762462
They went to the theater to watch a play.,BERTSCORE,gemma3,0.9905972480773926
They went to the theater to watch a play.,BLEURT,gemma3,0.9632642269134521
They went to the theater to watch a play.,COMET22,gemma3,0.9598609805107117
They went to the theater to watch a play.,KIWI-XL,gemma3,1.0575568675994873
They went to the theater to watch a play.,XCOMET-XL,gemma3,1.0
They went to the theater to watch a play.,ROUGE,gemmaX,0.8888888888888888
They went to the theater to watch a play.,BLEU,gemmaX,0.6580370064762462
They went to the theater to watch a play.,BERTSCORE,gemmaX,0.9905972480773926
They went to the theater to watch a play.,BLEURT,gemmaX,0.9632642269134521
They went to the theater to watch a play.,COMET22,gemmaX,0.9598609805107117
They went to the theater to watch a play.,KIWI-XL,gemmaX,1.053214192390442
They went to the theater to watch a play.,XCOMET-XL,gemmaX,1.0
They went to the theater to watch a play.,ROUGE,gpt,1.0
They went to the theater to watch a play.,BLEU,gpt,1.0
They went to the theater to watch a play.,BERTSCORE,gpt,1.0000001192092896
They went to the theater to watch a play.,BLEURT,gpt,0.9992052316665649
They went to the theater to watch a play.,COMET22,gpt,0.9762415885925293
They went to the theater to watch a play.,KIWI-XL,gpt,1.054599404335022
They went to the theater to watch a play.,XCOMET-XL,gpt,1.0
They went to the theater to watch a play.,ROUGE,llama,0.8888888888888888
They went to the theater to watch a play.,BLEU,llama,0.6580370064762462
They went to the theater to watch a play.,BERTSCORE,llama,0.9905972480773926
They went to the theater to watch a play.,BLEURT,llama,0.9632642269134521
They went to the theater to watch a play.,COMET22,llama,0.9586231112480164
They went to the theater to watch a play.,KIWI-XL,llama,1.0510886907577515
They went to the theater to watch a play.,XCOMET-XL,llama,1.0
They went to the theater to watch a play.,ROUGE,marian,0.8888888888888888
They went to the theater to watch a play.,BLEU,marian,0.6580370064762462
They went to the theater to watch a play.,BERTSCORE,marian,0.9905972480773926
They went to the theater to watch a play.,BLEURT,marian,0.9632642269134521
They went to the theater to watch a play.,COMET22,marian,0.9562385082244873
They went to the theater to watch a play.,KIWI-XL,marian,1.0491700172424316
They went to the theater to watch a play.,XCOMET-XL,marian,1.0
They went to the theater to watch a play.,ROUGE,meta,0.7777777777777778
They went to the theater to watch a play.,BLEU,meta,0.5253819788848316
They went to the theater to watch a play.,BERTSCORE,meta,0.9543806910514832
They went to the theater to watch a play.,BLEURT,meta,0.5266764760017395
They went to the theater to watch a play.,COMET22,meta,0.8734443783760071
They went to the theater to watch a play.,KIWI-XL,meta,0.9433854818344116
They went to the theater to watch a play.,XCOMET-XL,meta,0.9092454314231873
