indice,dataset,ingles_original,melhor_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,outra_trad,parascore
74,manual_data,actions speak louder than words,As ações falam mais alto do que as palavras.,gemma3,prompt2,gemini,prompt4,Ações valem mais que palavras.,0.9499
74,manual_data,actions speak louder than words,As ações falam mais alto do que as palavras.,gemma3,prompt2,gemma3,prompt4,As ações valem mais que as promessas.,0.9705
74,manual_data,actions speak louder than words,As ações falam mais alto do que as palavras.,gemma3,prompt2,gemmaX,sem_prompt,as ações falam mais alto do que as palavras,0.9471
585,manual_data,They are watching TV in the living room.,"Eles estão assistindo TV na sala.
",gemini,prompt2,gpt,prompt2,Eles estão assistindo TV na sala de estar.,0.9715
585,manual_data,They are watching TV in the living room.,"Eles estão assistindo TV na sala.
",gemini,prompt2,gpt,prompt4,Eles estão assistindo à televisão na sala de estar.,0.979
585,manual_data,They are watching TV in the living room.,"Eles estão assistindo TV na sala.
",gemini,prompt2,gemini,prompt4,Estão hipnotizados na sala.,0.8936
585,manual_data,They are watching TV in the living room.,"Eles estão assistindo TV na sala.
",gemini,prompt2,gemma3,prompt2,Eles estão assistindo TV na sala.,0.9557
585,manual_data,They are watching TV in the living room.,"Eles estão assistindo TV na sala.
",gemini,prompt2,gemma3,prompt4,Eles estão grudados na telinha na sala.,0.9176
585,manual_data,They are watching TV in the living room.,"Eles estão assistindo TV na sala.
",gemini,prompt2,gemmaX,sem_prompt,Eles estão assistindo TV na sala de estar.,0.9715
95,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gpt,prompt2,Ações falam mais alto que palavras.,0.9496
95,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gpt,prompt4,Ações falam mais alto que palavras.,0.9496
95,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gemini,prompt2,Ações valem mais que palavras.,0.9509
95,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gemini,prompt4,A prática é a prova.,0.931
95,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gemma3,prompt4,As ações valem mais que as palavras.,0.9634
95,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gemmaX,sem_prompt,as ações falam mais alto do que as palavras,0.9555
528,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gpt,prompt2,Ações falam mais que palavras.,0.962
528,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gpt,prompt4,Ações falam mais alto que palavras.,0.9496
528,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gemini,prompt2,Ações valem mais que palavras.,0.9509
528,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gemini,prompt4,Ações valem mais que palavras.,0.9509
528,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gemma3,prompt4,As ações valem mais que as palavras.,0.9634
528,manual_data,actions speak louder than words,"As ações falam mais alto que as palavras.
",gemma3,prompt2,gemmaX,sem_prompt,as ações falam mais alto do que as palavras,0.9555
655,manual_data,a taste of freedom,um gosto de liberdade,gemmaX,sem_prompt,gpt,prompt2,um gosto de liberdade,0.95
655,manual_data,a taste of freedom,um gosto de liberdade,gemmaX,sem_prompt,gpt,prompt4,um gosto de liberdade,0.95
655,manual_data,a taste of freedom,um gosto de liberdade,gemmaX,sem_prompt,gemini,prompt2,Um gostinho de liberdade.,0.8868
655,manual_data,a taste of freedom,um gosto de liberdade,gemmaX,sem_prompt,gemini,prompt4,Um gostinho da liberdade.,0.8778
655,manual_data,a taste of freedom,um gosto de liberdade,gemmaX,sem_prompt,gemma3,prompt2,Um gostinho de liberdade.,0.8868
655,manual_data,a taste of freedom,um gosto de liberdade,gemmaX,sem_prompt,gemma3,prompt4,Um sopro de alívio.,0.8671
153,manual_data,They watched a movie on the weekend.,"Eles assistiram a um filme no fim de semana.
",gemini,prompt2,gpt,prompt2,Eles assistiram a um filme no fim de semana.,0.9543
153,manual_data,They watched a movie on the weekend.,"Eles assistiram a um filme no fim de semana.
",gemini,prompt2,gpt,prompt4,Eles assistiram a um filme no fim de semana.,0.9543
153,manual_data,They watched a movie on the weekend.,"Eles assistiram a um filme no fim de semana.
",gemini,prompt2,gemini,prompt4,"No fim de semana, eles se embalaram num filme.",0.9384
153,manual_data,They watched a movie on the weekend.,"Eles assistiram a um filme no fim de semana.
",gemini,prompt2,gemma3,prompt2,Eles assistiram a um filme no fim de semana.,0.9543
153,manual_data,They watched a movie on the weekend.,"Eles assistiram a um filme no fim de semana.
",gemini,prompt2,gemma3,prompt4,Eles se perderam na tela do fim de semana.,0.9517
153,manual_data,They watched a movie on the weekend.,"Eles assistiram a um filme no fim de semana.
",gemini,prompt2,gemmaX,sem_prompt,Eles assistiram a um filme no fim de semana.,0.9543
544,manual_data,She took the train to the city.,"Ela pegou o trem para a cidade.
",gemma3,prompt2,gpt,prompt2,Ela pegou o trem para a cidade.,0.956
544,manual_data,She took the train to the city.,"Ela pegou o trem para a cidade.
",gemma3,prompt2,gpt,prompt4,Ela pegou o trem para a cidade.,0.956
544,manual_data,She took the train to the city.,"Ela pegou o trem para a cidade.
",gemma3,prompt2,gemini,prompt2,Ela pegou o trem para a cidade.,0.956
544,manual_data,She took the train to the city.,"Ela pegou o trem para a cidade.
",gemma3,prompt2,gemini,prompt4,Ela embarcou na locomotiva para a metrópole.,0.9067
544,manual_data,She took the train to the city.,"Ela pegou o trem para a cidade.
",gemma3,prompt2,gemma3,prompt4,Ela embarcou nos trilhos rumo à metrópole.,0.8841
544,manual_data,She took the train to the city.,"Ela pegou o trem para a cidade.
",gemma3,prompt2,gemmaX,sem_prompt,Ela pegou o trem para a cidade.,0.956
311,manual_data,all that glitters is not gold,Nem tudo que brilha é ouro.,gpt,prompt2,gpt,prompt4,Nem tudo que reluz é ouro.,0.9262
311,manual_data,all that glitters is not gold,Nem tudo que brilha é ouro.,gpt,prompt2,gemini,prompt2,Nem tudo que reluz é ouro.,0.9262
311,manual_data,all that glitters is not gold,Nem tudo que brilha é ouro.,gpt,prompt2,gemini,prompt4,Nem tudo que reluz é ouro.,0.9262
311,manual_data,all that glitters is not gold,Nem tudo que brilha é ouro.,gpt,prompt2,gemma3,prompt2,Nem tudo que reluz é ouro.,0.9262
311,manual_data,all that glitters is not gold,Nem tudo que brilha é ouro.,gpt,prompt2,gemma3,prompt4,Nem tudo que reluz é ouro.,0.9262
311,manual_data,all that glitters is not gold,Nem tudo que brilha é ouro.,gpt,prompt2,gemmaX,sem_prompt,Nem tudo o que brilha é ouro,0.9475
21,manual_data,an open book,"Um livro aberto
",gemini,prompt2,gpt,prompt2,um livro aberto,0.9466
21,manual_data,an open book,"Um livro aberto
",gemini,prompt2,gpt,prompt4,um livro aberto,0.9466
21,manual_data,an open book,"Um livro aberto
",gemini,prompt2,gemini,prompt4,Um livro aberto.,0.8911
21,manual_data,an open book,"Um livro aberto
",gemini,prompt2,gemma3,prompt2,Um livro aberto.,0.8911
21,manual_data,an open book,"Um livro aberto
",gemini,prompt2,gemma3,prompt4,Um livro aberto.,0.8911
21,manual_data,an open book,"Um livro aberto
",gemini,prompt2,gemmaX,sem_prompt,um livro aberto,0.9466
291,manual_data,a ray of hope,"Um raio de esperança
",gemini,prompt2,gpt,prompt2,um raio de esperança,0.956
291,manual_data,a ray of hope,"Um raio de esperança
",gemini,prompt2,gpt,prompt4,raio de esperança,0.9274
291,manual_data,a ray of hope,"Um raio de esperança
",gemini,prompt2,gemini,prompt4,Um raio de esperança.,0.8961
291,manual_data,a ray of hope,"Um raio de esperança
",gemini,prompt2,gemma3,prompt2,Um raio de esperança,0.9592
291,manual_data,a ray of hope,"Um raio de esperança
",gemini,prompt2,gemma3,prompt4,Um raio de luz na escuridão.,0.8762
291,manual_data,a ray of hope,"Um raio de esperança
",gemini,prompt2,gemmaX,sem_prompt,um raio de esperança,0.956
209,manual_data,He wrote a letter to his friend.,"Ele escreveu uma carta para o amigo dele.
",gemini,prompt2,gpt,prompt2,Ele escreveu uma carta para seu amigo.,0.9751
209,manual_data,He wrote a letter to his friend.,"Ele escreveu uma carta para o amigo dele.
",gemini,prompt2,gpt,prompt4,Ele escreveu uma carta para o amigo.,0.9743
209,manual_data,He wrote a letter to his friend.,"Ele escreveu uma carta para o amigo dele.
",gemini,prompt2,gemini,prompt4,Ele teceu uma carta ao amigo.,0.9577
209,manual_data,He wrote a letter to his friend.,"Ele escreveu uma carta para o amigo dele.
",gemini,prompt2,gemma3,prompt2,Ele escreveu uma carta para o seu amigo.,0.9818
209,manual_data,He wrote a letter to his friend.,"Ele escreveu uma carta para o amigo dele.
",gemini,prompt2,gemma3,prompt4,Ele desfolhou um bilhete para o amigo.,0.9169
209,manual_data,He wrote a letter to his friend.,"Ele escreveu uma carta para o amigo dele.
",gemini,prompt2,gemmaX,sem_prompt,Ele escreveu uma carta para seu amigo.,0.9751
575,manual_data,I like to read books in the evening.,Eu gosto de ler livros à noite.,gpt,prompt2,gpt,prompt4,Gosto de mergulhar em livros à noite.,0.9239
575,manual_data,I like to read books in the evening.,Eu gosto de ler livros à noite.,gpt,prompt2,gemini,prompt2,Gosto de ler livros à noite.,0.9338
575,manual_data,I like to read books in the evening.,Eu gosto de ler livros à noite.,gpt,prompt2,gemini,prompt4,"Adoro navegar nos mares da noite, embalado pelas palavras dos livros.",0.8994
575,manual_data,I like to read books in the evening.,Eu gosto de ler livros à noite.,gpt,prompt2,gemma3,prompt2,Eu gosto de ler livros à noite.,0.95
575,manual_data,I like to read books in the evening.,Eu gosto de ler livros à noite.,gpt,prompt2,gemma3,prompt4,Acalmo a alma com as páginas ao cair da noite.,0.8882
575,manual_data,I like to read books in the evening.,Eu gosto de ler livros à noite.,gpt,prompt2,gemmaX,sem_prompt,Gosto de ler livros à noite.,0.9338
660,manual_data,back to basics,de volta ao básico,gpt,prompt2,gpt,prompt4,de volta aos fundamentos,0.9559
660,manual_data,back to basics,de volta ao básico,gpt,prompt2,gemini,prompt2,De volta ao básico,0.9456
660,manual_data,back to basics,de volta ao básico,gpt,prompt2,gemini,prompt4,De volta ao básico.,0.8932
660,manual_data,back to basics,de volta ao básico,gpt,prompt2,gemma3,prompt2,Voltar ao básico,0.8562
660,manual_data,back to basics,de volta ao básico,gpt,prompt2,gemma3,prompt4,Voltar ao essencial.,0.8753
660,manual_data,back to basics,de volta ao básico,gpt,prompt2,gemmaX,sem_prompt,back to basics,0.8891
352,manual_data,I called my friend last night.,Eu liguei para o meu amigo na noite passada.,gpt,prompt2,gpt,prompt4,Eu liguei para meu amigo ontem à noite.,0.9926
352,manual_data,I called my friend last night.,Eu liguei para o meu amigo na noite passada.,gpt,prompt2,gemini,prompt2,Liguei para meu amigo ontem à noite.,0.9844
352,manual_data,I called my friend last night.,Eu liguei para o meu amigo na noite passada.,gpt,prompt2,gemini,prompt4,Liguei para o meu amigo ontem à noite.,0.9878
352,manual_data,I called my friend last night.,Eu liguei para o meu amigo na noite passada.,gpt,prompt2,gemma3,prompt2,Eu liguei para meu amigo ontem à noite.,0.9926
352,manual_data,I called my friend last night.,Eu liguei para o meu amigo na noite passada.,gpt,prompt2,gemma3,prompt4,Estiquei o fio da noite até o meu amigo.,0.938
352,manual_data,I called my friend last night.,Eu liguei para o meu amigo na noite passada.,gpt,prompt2,gemmaX,sem_prompt,Eu liguei para o meu amigo ontem à noite.,0.9879
507,manual_data,back to the grind,De volta à rotina.,gemma3,prompt2,gpt,prompt2,de volta à rotina,0.8786
507,manual_data,back to the grind,De volta à rotina.,gemma3,prompt2,gpt,prompt4,De volta à ativa.,0.9027
507,manual_data,back to the grind,De volta à rotina.,gemma3,prompt2,gemini,prompt2,De volta à labuta,0.8517
507,manual_data,back to the grind,De volta à rotina.,gemma3,prompt2,gemini,prompt4,De volta à labuta.,0.8822
507,manual_data,back to the grind,De volta à rotina.,gemma3,prompt2,gemma3,prompt4,De volta à labuta.,0.8822
507,manual_data,back to the grind,De volta à rotina.,gemma3,prompt2,gemmaX,sem_prompt,de volta ao trabalho,0.9408
55,manual_data,She took a shower in the morning.,Ela tomou um banho de manhã.,gpt,prompt2,gpt,prompt4,Ela tomou um banho pela manhã.,0.9539
55,manual_data,She took a shower in the morning.,Ela tomou um banho de manhã.,gpt,prompt2,gemini,prompt2,Ela tomou banho de manhã.,0.9656
55,manual_data,She took a shower in the morning.,Ela tomou um banho de manhã.,gpt,prompt2,gemini,prompt4,Ela se lavou com a aurora.,0.8779
55,manual_data,She took a shower in the morning.,Ela tomou um banho de manhã.,gpt,prompt2,gemma3,prompt2,Ela tomou um banho pela manhã.,0.9539
55,manual_data,She took a shower in the morning.,Ela tomou um banho de manhã.,gpt,prompt2,gemma3,prompt4,Ela lavou a alma pela manhã.,0.9212
55,manual_data,She took a shower in the morning.,Ela tomou um banho de manhã.,gpt,prompt2,gemmaX,sem_prompt,Ela tomou um banho de manhã.,0.95
73,manual_data,"another day, another dollar","Mais um dia, mais um dólar.",gpt,prompt2,gpt,prompt4,"Mais um dia, mais um trocado.",0.9442
73,manual_data,"another day, another dollar","Mais um dia, mais um dólar.",gpt,prompt2,gemini,prompt2,"Mais um dia, mais um dólar.",0.95
73,manual_data,"another day, another dollar","Mais um dia, mais um dólar.",gpt,prompt2,gemini,prompt4,"Mais um dia, mais um trocado.",0.9442
73,manual_data,"another day, another dollar","Mais um dia, mais um dólar.",gpt,prompt2,gemma3,prompt2,"Mais um dia, mais um dólar.",0.95
73,manual_data,"another day, another dollar","Mais um dia, mais um dólar.",gpt,prompt2,gemma3,prompt4,"Mais um dia, mais um suor.",0.9405
73,manual_data,"another day, another dollar","Mais um dia, mais um dólar.",gpt,prompt2,gemmaX,sem_prompt,"Outro dia, outro dólar",0.9535
701,manual_data,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,gpt,prompt2,gpt,prompt4,Ela está preparando um batido para o café da manhã.,0.9625
701,manual_data,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,gpt,prompt2,gemini,prompt2,Ela está fazendo um smoothie para o café da manhã.,0.95
701,manual_data,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,gpt,prompt2,gemini,prompt4,Ela está preparando um raio de sol para o café da manhã.,0.9442
701,manual_data,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,gpt,prompt2,gemma3,prompt2,Ela está fazendo um smoothie para o café da manhã.,0.95
701,manual_data,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,gpt,prompt2,gemma3,prompt4,Ela está preparando um elixir matinal.,0.9284
701,manual_data,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,gpt,prompt2,gemmaX,sem_prompt,Ela está fazendo um smoothie para o café da manhã.,0.95
270,manual_data,I visited my parents last weekend.,"Visitei meus pais no fim de semana passado.
",gemini,prompt2,gpt,prompt2,Eu visitei meus pais no último fim de semana.,0.9767
270,manual_data,I visited my parents last weekend.,"Visitei meus pais no fim de semana passado.
",gemini,prompt2,gpt,prompt4,Eu fui visitar meus pais no último fim de semana.,0.9671
270,manual_data,I visited my parents last weekend.,"Visitei meus pais no fim de semana passado.
",gemini,prompt2,gemini,prompt4,Fui visitar meus pais no fim de semana passado.,0.9473
270,manual_data,I visited my parents last weekend.,"Visitei meus pais no fim de semana passado.
",gemini,prompt2,gemma3,prompt2,Visitei meus pais no fim de semana passado.,0.9544
270,manual_data,I visited my parents last weekend.,"Visitei meus pais no fim de semana passado.
",gemini,prompt2,gemma3,prompt4,Passei para ver meus pais no fim de semana que foi.,0.9467
270,manual_data,I visited my parents last weekend.,"Visitei meus pais no fim de semana passado.
",gemini,prompt2,gemmaX,sem_prompt,Visitei os meus pais no fim-de-semana passado.,0.8956
601,manual_data,She is making a salad for lunch.,Ela está fazendo uma salada para o almoço.,gpt,prompt2,gpt,prompt4,Ela está preparando uma salada para o almoço.,0.964
601,manual_data,She is making a salad for lunch.,Ela está fazendo uma salada para o almoço.,gpt,prompt2,gemini,prompt2,Ela está fazendo uma salada para o almoço.,0.95
