indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl,quartil
281,newsmet,gemini,prompt4,Harvey Weinstein Rebuked by Cannes and Bafta Over Sexual Abuse Scandal,"Cannes e Bafta viram a podridão de Harvey Weinstein.
",0,2349,Q1
282,newsmet,gemma3,prompt4,BAM: Iowahawk drops a HEAVY mic on ‘Deliverance Twitter’ (PLEASE let these be parody accounts),"Iowahawk derruba o microfone com força, silenciando de vez a ""Twitter da Entrega"". Por favor, que essas contas sejam paródias.",0,2227,Q2
284,newsmet,gemini,prompt4,Germany Offers Unprecedented Police Protection To Woman Behind ‘Liberal Mosque’,"Alemanha estende guarda-costas sem precedentes à mulher por trás da ""mesquita liberal"".
",0,2319,Q1
285,newsmet,gemma3,prompt4,Uber Loses Appeal to Categorize Employees as ‘Self-Employed’ in UK,"Uber amarga o fel da derrota e não consegue escapar da camisa de força da lei no Reino Unido, que exige o reconhecimento de seus motoristas como empregados, e não como autônomos.",0,2346,Q1
287,newsmet,gpt,prompt4,SAVAGES: Woman accused of adultery is caned in Sharia punishment in front of cheering mob in “moderate” Indonesia,"SÁDICOS: Mulher acusada de adultério é chicoteada em punição pela Sharia na frente de uma multidão aplaudindo na ""moderada"" Indonésia.",0,2013,Q2
288,newsmet,gemini,prompt4,McConnell Says Republicans Have the Votes to Pass the Tax Bill,"McConnell diz que os republicanos têm a faca e o queijo na mão para aprovar a lei tributária.
",0,2243,Q2
290,newsmet,gpt,prompt4,Media Reports Say Trump Could Help Congress Pass an Unconditional Dream Act Amnesty,Relatórios da mídia dizem que Trump poderia ajudar o Congresso a aprovar uma anistia do Ato dos Sonhos Sem Condições.,0,2115,Q2
294,newsmet,gemini,prompt4,"Gov't reports November gain of 228,000 jobs, unemployment rate at 4.1%, wages still stuck","Relatório oficial: novembro com fôlego de 228 mil empregos, taxa de desemprego em 4,1%, salários ainda patinando.
",0,1982,Q2
295,newsmet,gpt,prompt4,"Obama Bundler, DNC Mega-Donor John Morgan, Skewers Democrats During Announcement He’s Leaving The Party…","Obama Bundler, Mega-Doar do DNC, John Morgan, critica os democratas durante o anúncio de sua saída do partido.",0,2032,Q2
296,newsmet,gemini,prompt4,Eyewitnesses of Las Vegas Massacre Report FBI Has Wiped Their Phones & Laptops,"Testemunhas oculares do massacre de Las Vegas relatam que o FBI passou um pano nos seus telefones e computadores.
",0,2297,Q1
298,newsmet,gemini,prompt4,"Dr. Michael Salla, Exopolitics.org 12-27-17… “Trump Executive Order targets Deep State & Opens Door to Full Disclosure”","Ordem Executiva de Trump mira no Estado Profundo e escancara a porta da Revelação Total.
",0,2166,Q2
299,newsmet,gpt,prompt4,SYRIANGIRL’s Facebook Ban Linked to Russia-gate Twitter Purge? – an Exclusive Interview,Proibição do Facebook da SYRIANGIRL ligada à limpeza do Twitter sobre a Rússia? – uma entrevista exclusiva.,0,2257,Q2
302,newsmet,gemini,prompt4,LeBron calls out Cavs teammates for prior beef with D-Wade,"LeBron joga na cara dos companheiros do Cavs as mágoas antigas com D-Wade.
",0,2179,Q2
303,newsmet,gpt,prompt4,"Beer Cellars, Whiskey Tastings and the Women Bringing Them to Life","Adegas de Cerveja, Degustaçōes de Uísque e as Mulheres que as Tornam Vivas.",0,1918,Q2
304,newsmet,gpt,prompt4,Nike’s Islamic supremacist headbag for women has been named one of Time Magazine’s 25 BEST INVENTIONS OF 2017,O lenço muçulmano de supremacia islâmica da Nike para mulheres foi nomeado uma das 25 MELHORES INVENÇÕES de 2017 pela revista Time.,0,1921,Q2
305,newsmet,gemma3,prompt4,"Their Sons Sought a More Democratic Hong Kong, and Got Prison","Seus filhos almejaram uma Hong Kong mais democrática, e colheram grades.
",0,1928,Q2
307,newsmet,gemini,prompt4,Wind power gusts past coal to become second largest electricity source in Texas,"A energia eólica sopra forte, ultrapassa o carvão e ascende à segunda posição na geração de eletricidade no Texas.
",0,2443,Q1
308,newsmet,gemma3,prompt4,"Arrested Former C.I.A. Officer Had Ties to Chinese Spies, Ex-Colleague Says","Ex-agente da CIA, afastado, tinha raízes entre espiões chineses, afirma ex-colega.
",0,2019,Q2
310,newsmet,gemma3,prompt4,Homeland Security Faces Lawsuit Over Warrantless Searches At Border,Segurança Nacional na mira de ação judicial por revistas sem mandado na fronteira.,0,2571,Q1
311,newsmet,gemini,prompt4,ADAPT storms Bobby Rush's office to protect Americans with Disabilities Act.,"ADAPT tempestade o gabinete de Bobby Rush para blindar a Lei Americana de Deficiência.
",0,2343,Q1
312,newsmet,gemini,prompt4,Former Auburn University professor turned priest busted in massive Alabama child porn sting,"Ex-professor da Universidade de Auburn, agora padre, cai em armadilha pornográfica na ensolarada Alabama.
",0,2576,Q1
314,newsmet,gpt,prompt4,"Bless her HEART! Chelsea Clinton confuses health insurance with health care, gets SCHOOLED","Bendito coração! Chelsea Clinton confunde seguro de saúde com atendimento médico, leva uma aula.",0,2248,Q2
318,newsmet,gemini,prompt4,Park Lane Hotel Draws No Bids Near $1 Billion Price,"O Hotel Park Lane não desperta paixões perto de um bilhão de dólares.
",0,2387,Q1
321,newsmet,gpt,prompt4,"Trump's laughably unqualified judicial nominee loves ghost hunting, guns, and secrecy","O risivelmente despreparado indicado judicial de Trump adora caçar fantasmas, armas e mistério.",0,2080,Q2
322,newsmet,gpt,prompt4,An Iranian Wrestler Throws His Match to Avoid an Israeli,Um lutador iraniano entrega sua luta para evitar um israelense.,0,2132,Q2
324,newsmet,gemini,prompt4,"Manchester City 3, Burnley 0, Aguero marked his 177th EPL goal with a penalty","Manchester City 3, Burnley 0. Agüero cravou seu 177º gol na Premier League com uma penalidade, afogando as mágoas.
",0,2143,Q2
326,newsmet,gpt,prompt4,Reviled coal businessman Don Blankenship reportedly mulling a Senate bid against Joe Manchin,"O empresário de carvão, Don Blankenship, vilipendiado, estaria cogitando uma candidatura ao Senado contra Joe Manchin.",0,2141,Q2
332,newsmet,gemma3,prompt4,Brazilian President’s Latest Attack on Environment Opens Amazon Reserve to Mining,Último ataque do presidente brasileiro ao meio ambiente abre reserva amazônica à mineração.,0,2154,Q2
333,newsmet,gemma3,prompt4,Trump Himself Signed 'Letter of Intent' to Build in Russia during Campaign,Trump assinou pessoalmente uma promessa por escrito para construir na Rússia durante a campanha.,0,2453,Q1
334,newsmet,gemma3,prompt4,Vice Media’s Digital Chief Loses Job After Sexual Harassment Investigation,"O braço direito digital da Vice despencou após investigação de assédio sexual.
",0,2114,Q2
336,newsmet,gpt,prompt4,WATCH: Kate Bolduan nails Virginia GOPer for appearing with top white nationalist just 5 months ago,ASSISTA: Kate Bolduan acerta a mira no republicano da Virgínia por ter aparecido com um dos principais nacionalistas brancos há apenas 5 meses.,0,2270,Q1
338,newsmet,gemma3,prompt4,Trumpian ‘bravado isn’t how we conduct ourselves’: Democratic military vets enlist in Congressional races,A soberba não é como conduzimos nossos negócios: veteranos militares democratas se alistam em disputas no Congresso.,0,2262,Q1
343,newsmet,gpt,prompt4,Prof Who Said ‘Trump Must Hang’ Won’t Be Returning To Teach,Professor que disse 'Trump deve balançar' não voltará a lecionar.,0,2354,Q1
347,newsmet,gpt,prompt4,Planned Parenthood Is Targeting Baby Girls in the Womb,A Planejada Paternidade Está Mirando em Bebês Meninas no Ventre,0,1943,Q2
348,newsmet,gemma3,prompt4,Taylor Swift presents behind-the-scenes of ‘Look What You Made Me Do’,Taylor Swift revela os bastidores de ‘O Que Você Me Fez Fazer’.,0,2014,Q2
350,newsmet,gpt,prompt4,Internet Erupts Over Woman Who Posted Breastfeeding Pic at Disneyland,A Internet Erupta Sobre Mulher Que Postou Foto Amamentando na Disneylândia,0,2149,Q2
351,newsmet,gpt,prompt4,"Mohammed bin Salman bought ""Salvatore Mundi"". Talibangelical heads explode in...","Mohammed bin Salman comprou ""Salvatore Mundi"". As cabeças dos talibangelicais explodem em...",0,2164,Q2
355,newsmet,gemma3,prompt4,"Becerra Tried To Block Server Admin Over Red Flags, But Logins Continued, With Muted Reaction","Becerra tentou tapar o buraco no servidor com a mão, mas o acesso persistiu, com um silêncio ensurdecedor.",0,2299,Q1
356,newsmet,gemini,prompt4,Beyonce Starts Her Residency 2 Weeks Late After Delivering Twins,"Beyoncé chega à residência com duas semanas de atraso, após dar à luz gêmeos.
",0,2426,Q1
357,newsmet,gemma3,prompt4,"HAARP Weather Warfare? Water Recedes In South America, Huge Waves Hit Africa","A Tempestade Manipulada no Céu? As Águas Retrocedem na América do Sul, Ondas Gigantes Atingem a África.",0,1940,Q2
358,newsmet,gpt,prompt4,Fox News Poll: Majority Believe Trump Tearing Country Apart,Pesquisa da Fox News: Maioria Acredita que Trump Está Destrinchando o País.,0,1930,Q2
359,newsmet,gpt,prompt4,DAAAMN! Jenna Jameson drops the MOTHER OF ALL TRUTH-BOMBS on Lisa Bloom,Nossa! Jenna Jameson atira a MÃE DE TODAS AS BOMBAS DA VERDADE em Lisa Bloom.,0,2302,Q1
362,newsmet,gemini,prompt4,‘No innocent explanation for this’: Kurt Eichenwald exposes reasons for Kushner meeting with Russian bankers,"Nenhuma explicação inocente para isso.
",0,2565,Q1
364,newsmet,gpt,prompt4,Sony will unveil its media showcase at the Paris Games week predictions for Sony,A Sony irá revelar seu espetáculo midiático na Semana dos Jogos de Paris.,0,2179,Q2
366,newsmet,gemini,prompt4,Russobot Fake News is polluting our Weblog with Foul-Mouthed Diaries,"O Russobot de Fake News está envenenando nosso blog com diários de baixo calão.
",0,2250,Q2
368,newsmet,gemma3,prompt4,Harlem Globetrotter Sets New Guinness World Record With Highest Upwards Shot,Harlem Globetrotters Alcançam Novo Patamar no Livro Guinness com Arremesso Ascendente Sem Precedentes.,0,2182,Q2
369,newsmet,gpt,prompt4,Migrant Youth Gangs Turn Berlin Area into Borderline No-Go Zone,Gangues de Jovens Migrantes Transformam a Região de Berlim em uma Zona Limítrofe de Difícil Acesso.,0,2207,Q2
370,newsmet,gpt,prompt4,This Hamptons Dinner Series Is Elevating the Reputation of Rosé,Esta Série de Jantares em Hamptons Está Elevando a Reputação do Rosé.,0,2000,Q2
371,newsmet,gemini,prompt4,Campus Carry' Law Would End Students as Victims in Fla.,"Lei de Porte de Armas em Universidades Acabaria com Estudantes como Alvos na Flórida.
",0,2512,Q1
374,newsmet,gemini,prompt4,VIDEO: Javier Baez robs Bryce Harper with spectacular catch,"VÍDEO: Javier Báez rouba um home run de Bryce Harper com uma defesa espetacular.
",0,2354,Q1
377,newsmet,gemma3,prompt4,"Morning Digest: GOP turns to Missouri attorney general for Senate race, but he may face a primary","O Partido Republicano acende a chama em Missouri, mirando no procurador-geral para a disputa ao Senado, mas ele pode encarar um fogo cruzado nas primárias.",0,2187,Q2
381,newsmet,gemma3,prompt4,Trump says O. J. Simpson was framed and the LAPD planted evidence in newly released transcripts,"Trump diz que O. J. Simpson foi injustiçado e a polícia de Los Angeles forjou evidências em transcrições recém-divulgadas.
",0,2053,Q2
385,newsmet,gemma3,prompt4,Photogallery - Samsung to break tradition with dual cameras from 2018,"Galeria de Fotos - Samsung para romper com o costume, com câmeras duplas.",0,2282,Q1
387,newsmet,gemma3,prompt4,Remembering the Future: How Ancient Maya Agronomists Changed the Modern World,"Recordando o Futuro: Como os Agrônomos Maias Antigos Transformaram o Mundo Moderno.
",0,2314,Q1
388,newsmet,gemini,prompt4,Trump touts 'Made in America' week but is quietly hiring more foreign workers at Mar-a-Lago,"Trump prega a semana ""Feito na América"", mas, sorrateiramente, contrata mais mão de obra estrangeira em Mar-a-Lago.
",0,2131,Q2
389,newsmet,gemini,prompt4,"A year after Don the Con promised to save their jobs, Carrier Corp. employees face more layoffs","Um ano depois que ""Dom o Trapaceiro"" prometeu salvar seus empregos, os funcionários da Carrier Corp. encaram mais demissões.
",0,2077,Q2
392,newsmet,gpt,prompt4,"Rep. Paul Gosar Unveils 'Not All DREAMers' PAC, Plans to Fight Open Border Candidates","Rep. Paul Gosar revela o PAC 'Nem Todos os SONHADORES', planeja combater candidatos de fronteiras abertas.",0,2245,Q2
395,newsmet,gpt,prompt4,"As with Bannon before he was fired, Kelly questions Kushner's position","Assim como Bannon antes de ser dispensado, Kelly questiona a posição de Kushner.",0,2261,Q1
398,newsmet,gemma3,prompt4,The new 'Jane Crow' in the foster care system separates children from their poor mothers,A nova 'Jane Coruja' no sistema de acolhimento separa crianças de suas mães pobres.,0,2279,Q1
399,newsmet,gemma3,prompt4,"AMAZING! President Trump to Countries Who Vote Against US on Jerusalem -- Fine, We'll Cut Your Aid","— Ótimo, vamos tirar o tapete do seu financiamento!",0,2482,Q1
403,newsmet,gemma3,prompt4,Alaskan Bush People' Billy slammed for smoking while Ami suffers cancer,Billy sob fogo por fumar enquanto Ami trava batalha contra o câncer.,0,2313,Q1
405,newsmet,gemma3,prompt4,"Have the US, Trump Really Abandoned ‘Regime Change’ in Syria?","Os EUA, Trump, Desistiram de Derrubar o Regime na Síria?",0,1962,Q2
407,newsmet,gpt,prompt4,DAFUQ? Chicago florist SO WOKE they make you take ‘hate quiz’ BEFORE finishing your purchase,DAFUQ? Floresta de Chicago TÃO CONSCIENTE que te fazem fazer um 'questionário do ódio' ANTES de finalizar sua compra.,0,2318,Q1
409,newsmet,gemma3,prompt4,I Tried to Defend Colin Kaepernik and This is What I Learned,"Tentei Defender Colin Kaepernick e o Que Aprendi Disso.
",0,2102,Q2
410,newsmet,gemma3,prompt4,"NBA recap: The Utah Jazz beat the Oklahoma City Thunder on Saturday, 96-87","No sábado, o Utah Jazz superou o Oklahoma City Thunder, 96 a 87, em uma batalha onde a melodia do triunfo soou mais alta.",0,2046,Q2
415,newsmet,gemma3,prompt4,BREAKING: Paul Manafort Offered To Give Campaign Briefings To A Pro-Kremlin Businessman (VIDEO/TWEET),URGENTE: Paul Manafort se ofereceu para fornecer informes de campanha a um empresário pró-Kremlin (VÍDEO/TWEET).,0,2067,Q2
416,newsmet,gpt,prompt4,The Dating Advice Elite Matchmaker Sameera Sullivan Gives All Her Clients,A Consultora de Relacionamentos de Elite Sameera Sullivan Oferece a Todos Seus Clientes Conselhos para o Coração.,0,2138,Q2
417,newsmet,gemini,prompt4,"Scarborough Spills Secrets Of Relationship With Mika, Says ‘Too Much Crazy There’","Scarborough revela segredos de relação com Mika, afirma: ""Muita loucura por lá.""
",0,2475,Q1
420,newsmet,gemma3,prompt4,Journalist Joins His Jailer’s Side in a Bizarre Persian Gulf Feud,"Jornalista Junta-se ao Lado do Seu Algoz em Estranha Disputa do Golfo Pérsico.
",0,2464,Q1
422,newsmet,gpt,prompt4,New York Schools for Off-Track Students May Face Stricter Rules,Escolas de Nova York para Estudantes Fora do Rumo Podem Enfrentar Regras mais Severas.,0,2119,Q2
424,newsmet,gemini,prompt4,5 Things Ivanka Trump Could Do Right Now on Equal Pay,"Aqui estão as 5 sugestões traduzidas, mantendo o tom metafórico:

1.  **Get her hands dirty.**
    *   Meter a mão na massa.

2.  **Put her money where her mouth is.**
    *   Mostrar serviço.

3.  **Take a page from someone else's book.**
    *   Seguir o exemplo.

4.  **Break the glass ceiling.**
    *   Romper a barreira.

5.  **Lead by example.**
    *   Dar o exemplo.
",0,2562,Q1
425,newsmet,gemini,prompt4,President Trump defends Melania's fashion on her foreign visits,"Trump defende a moda de Melania em suas viagens ao exterior, vestindo a camisa.
",0,1973,Q2
428,newsmet,gemma3,prompt4,Fox News host smacks down Geraldo Rivera for making a sexual harassment ‘exception’ for senior citizens — like himself,"Apresentadora da Fox News destrói Geraldo Rivera por criar uma ""exceção"" de assédio sexual para idosos – como ele próprio.",0,2426,Q1
429,newsmet,gemma3,prompt4,Former top lieutenant to Ku Klux Klan chief is now looking at prison time for running pill mills,O braço direito que outrora empunhou as rédeas da Klan agora encara a sombra da cadeia por transformar farmácias em fábricas de ilusão.,0,2310,Q1
