indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl
2049,newsmet,gemma3,prompt4,Baltimore Police Now Blocking FBI from Investigating Murder of Cop Set to Testify Against Fellow Cops,A Polícia de Baltimore agora impede o FBI de investigar a morte do policial que se preparava para depor contra seus colegas.,0,2529
1668,newsmet,gemini,prompt4,Mobster tries to escape prison with hacksaw — and a priest,"Bandido tenta fugir da cadeia com serrote — e um padre.
",0,2529
1220,newsmet,gemma3,prompt4,Escaped Inmate Turns Himself in After Berlin Prison Break,Fugitivo se entrega após a fuga audaciosa da prisão de Berlim.,0,2528
545,newsmet,gemini,prompt4,Disney Targeted In Lawsuit: Actress Seeks $4 Million Over Alleged Weinstein Assaults,"Disney sob cerco legal: atriz acusa assédio de Weinstein e busca indenização de 4 milhões de dólares.
",0,2528
738,newsmet,gemma3,prompt4,"David Reid, Black Kos managing editor explains its need at DailyKos","David Reid, editor-chefe do Black Kos, explica a sua necessidade no DailyKos:

""O Black Kos não é um projeto de caridade. Não estamos apenas tentando 'entregar peixe' para a fome. Estamos tentando ensinar as pessoas a pescar. Estamos tentando construir uma rede de apoio para aqueles que precisam, e para que isso aconteça, precisamos de recursos. Precisamos de pessoas que se dispensem a 'carregar a lenha' para o nosso fogo, para que possamos continuar a 'iluminar a escuridão' para aqueles que ainda não veem. É um esforço de longo prazo, uma 'corrida de revezamento' que não podemos deixar 'cair no abismo' simplesmente porque o próximo corredor não está pronto. Precisamos manter a tocha acesa, para que a próxima geração possa 'herdar o legado' e continuar a luta.""
",0,2527
1263,newsmet,gemma3,prompt4,"Only 6 days on the job, Scaramucci jumps the shark","Apenas seis dias no trabalho, e ele já se entregou ao ridículo.",0,2526
275,newsmet,gemini,prompt4,‘Swing and a miss’: Jose Canseco addresses Political Pervalanche and it does NOT go well,"Errou feio, errou rude: José Canseco tenta se defender da 'Politicaçalha' e a coisa não sai bem.
",0,2526
2153,newsmet,gemma3,prompt4,Berkeley Mayor Jesse Arreguin Tells Conservatives: No Free Speech On MY Watch,"Sob minha guarda, liberdade de expressão não floresce.",0,2525
2357,newsmet,gemini,prompt4,VIDEO PROOF: There Were At Least 7 Different Shooters During The Las Vegas Massacre,"PROVA EM VÍDEO: Chumbo Grosso Voou de Sete Gatilhos Diferentes no Massacre de Las Vegas.
",0,2524
2054,newsmet,gemma3,prompt4,Marco Rubio: We Need to Reward Work Instead of Collecting Welfare for Having Children,"Precisamos valorizar o suor no rosto, não o encaixe nas redes de assistência por ter filhos.",0,2524
741,newsmet,gemini,prompt4,Police Drone Battle Continues After LAPD Approves New Purchase and Officer Training,"A Batalha dos Olhos de Águia da Polícia Persiste, Após a LAPD Autorizar Novos Aparelhos e o Treino dos Operadores.
",0,2523
1485,newsmet,gemma3,prompt4,Canada's newest victim category trips up local airport in Toronto,Nova categoria de vítimas do Canadá desconcerta aeroporto local em Toronto.,0,2523
1302,newsmet,gemini,prompt4,"Redskins place Dustin Hopkins on IR, work out 20 players, sign new kicker","Os Redskins colocam Dustin Hopkins na lista de machucados, testam 20 jogadores e contratam um novo chutador.
",0,2522
1714,newsmet,gemma3,prompt4,"President Trump, Air Force One, Left Japan – Approaching North Korea","O Presidente, o Trono Celeste – Rumo ao Leão Adormecido.",0,2522
1697,newsmet,gemma3,prompt4,‘I want to hear all of it’: Congressional investigators call for Don Jr.’s phone records,"Quero ouvir tudo, cada sílaba.",0,2521
503,newsmet,gemini,prompt4,Authorities Arrest Four in India for ‘Game of Thrones’ Leaks,"As autoridades indianas prendem quatro por vazamento de 'Game of Thrones'
",0,2521
1348,newsmet,gemini,prompt4,PressTV-S Korea links detected xenon to North’s nuclear test,"A Coreia do Norte acende o rastilho nuclear com xenônio.
",0,2520
54,newsmet,gemma3,prompt4,Defense Secretary James Mattis Delivers Statement on North Korea…,"O Secretário de Defesa James Mattis faz declaração sobre a Coreia do Norte…

...a Coreia do Norte está dançando na corda bamba, e nós não vamos deixar que ela caia de cara no chão. Eles estão jogando com fogo, e podem acabar se queimando. Não vamos tolerar que eles nos atirem pedras e esperem que nós apenas suportemos. Estamos preparando o terreno para uma resposta robusta, caso precisem aprender uma lição da maneira mais difícil. Não vamos dar a eles a chance de se dar ao luxo de subestimar a determinação dos Estados Unidos. Vamos deixá-los em alerta máximo, para que saibam que qualquer movimento deles será respondido com força e precisão. Estamos em guarda, e não vamos piscar enquanto eles tentam nos blefar. É hora de eles calarem a boca e pararem de fazer exigências. A diplomacia é uma avenida aberta, mas só se",0,2520
1318,newsmet,gemini,prompt4,"Veterans, Americans Don’t Believe US Foreign Policy Makes US Safer","Veteranos americanos não acreditam que a política externa dos EUA nos proteja.
",0,2519
919,newsmet,gemma3,prompt4,AWKWARD! MoveOn.org establishes ‘new definition of chutzpah’ by supporting this hashtag,Uma dose cavalar de audácia.,0,2519
1977,newsmet,gemma3,prompt4,White House Procurement Priorities for Renegotiating NAFTA Do Not Advance Free Trade,"Não entreguem a toalha ao livre comércio.
",0,2518
527,newsmet,gemini,prompt4,Chinese Man Allegedly Imprisoned 500 Cats to Sell Them to Restaurants,"Chines foi acusado de prender 500 gatos para transformá-los em prato principal.
",0,2518
13,newsmet,gemini,prompt4,Federico Pieraccini. Saudi-Israeli Friendship Is Driving the Rest of the Middle East Together. Strategic Culture Foundation. Оn-line journal,"A Amizade Saudita-Israelense Junta o Resto do Oriente Médio.
",0,2517
1130,newsmet,gemma3,prompt4,‘Now THAT’S a good one!’ Gracious Ben Shapiro gives Berkeley props for this,Essa aí tem!,0,2517
101,newsmet,gemma3,prompt4,"AT LAST: Illegal Immigrant Deported 20 Times Sexually Assaults Woman, Finally Gets Hit Back By Karma","Por fim, o predador expulso vinte vezes encontra seu castigo na lei do retorno.",0,2516
729,newsmet,gemini,prompt4,*POPCORN* Hillary found somebody else to blame for ‘What Happened’ in 2016 (Just guess),"Pipoca.
",0,2516
1404,newsmet,gemma3,prompt4,"Country Music Association Tells Journalists Not to Talk About Guns, Politics or Las Vegas","Associação de Música Country Avisa Jornalistas Para Não Tocarem no Gatilho, na Política ou em Las Vegas.
",0,2515
1341,newsmet,gemini,prompt4,"Trump Makes Fools of His Spokespeople Again, Makes Explicit Nuclear Threat","Trump atira os fantoches aos leões de novo, e cospe fogo nuclear.
",0,2515
2425,newsmet,gemini,prompt4,“Don’t name them” – Criminologist asks journalists to help stop mass shootings,"Não lhes deem nome.
",0,2514
2442,newsmet,gemma3,prompt4,When To Use The ‘Tell Me About Yourself’ Pitch,"Quando Desembainhar o Discurso ""Conte-me Sobre Si""",0,2514
1715,newsmet,gemma3,prompt4,Military Chiefs Seeking 6-Month Delay for Transgender People Looking to Enlist,Altos Comandantes Buscam Ganhar Tempo para Pessoas Transgênero Querendo Vestir a Camisa.,0,2513
1438,newsmet,gemini,prompt4,US Picks Up Iranian Chess Master Banned for Not Wearing Hijab,"Os EUA dão xeque-mate na censura iraniana.
",0,2513
371,newsmet,gemini,prompt4,Campus Carry' Law Would End Students as Victims in Fla.,"Lei de Porte de Armas em Universidades Acabaria com Estudantes como Alvos na Flórida.
",0,2512
1822,newsmet,gemma3,prompt4,"BREAKING! SINGER KAYA JONES: PUSSYCAT DOLLS WAS A PROSTITUTION RING, DRUGGED & MENTALLY BROKE US UNTIL ONE MEMBER COMMITTED SUICIDE","URGENTE! CANTORA KAYA JONES: Pussycat Dolls ERA UMA QUADRILHA DE PROSTITUIÇÃO, NOS DROGAVA E NOS DESTRUÍA A MENTE ATÉ QUE UMA INTEGRANTE FOI PARA O GRILO.",0,2512
1270,newsmet,gemini,prompt4,Photogallery - The US punishes Chinese and Russian companies because of North Korea,"Fotogaleria - EUA dão um chega pra lá em empresas chinesas e russas por causa da Coreia do Norte.
",0,2511
876,newsmet,gemma3,prompt4,Dragon Ball Super' give the clue to easily defeat UI Vegito,Desvendar a fenda no espelho.,0,2511
1446,newsmet,gemma3,prompt4,U.S. Carries Out Drone Strike Against Shabab Militants in Somalia,Estados Unidos lança ataque com drones contra combatentes de Al-Shabab na Somália.,0,2510
436,newsmet,gemini,prompt4,Killer Aadhaar Kills Another Aadivasi Woman By Denying Her Food – Countercurrents,"O Aadhaar Assassino Ceifa Mais Uma Vida Aadivasi, Negando-lhe o Pão – Contra-Correntes
",0,2510
998,newsmet,gemini,prompt4,"Edgar Smith, Killer Who Duped William F. Buckley, Dies at 83","Edgar Smith, Assassino Que Enganou William F. Buckley, Parte Para a Outra
",0,2509
2499,newsmet,gemma3,prompt4,New Findings Could Save Lives of More Stroke Patients,"Novas Descobertas Podem Resgatar Esperanças para Mais Pacientes Acabaídos.
",0,2509
607,newsmet,gemini,prompt4,"German Nurse Is Thought to Have Killed at Least 86, Officials Say","A enfermeira alemã é suspeita de ter mandado pelo menos 86 para o andar de cima, dizem as autoridades.
",0,2508
2454,newsmet,gemma3,prompt4,Teacher at Mormon University Loses Job Over Pro-LGBT Facebook Post,Professor de Universidade Mórmon Perde o Emprego por Publicação Favorável a LGBT no Facebook.,0,2507
712,newsmet,gemini,prompt4,Donna Brazile: “I hope to God we find out who murdered Seth Rich”,"Tomara que Deus nos revele quem calou a voz de Seth Rich.
",0,2507
1810,newsmet,gemini,prompt4,At Least 6 White House Advisers Used Private Email Accounts,"Ao menos 6 assessores da Casa Branca foram flagrados pescando em águas privadas.
",0,2506
2103,newsmet,gemma3,prompt4,Huckabee Sanders fakes endorsement of Trump's 'destroy' North Korea policy—from Barack Obama,"A falsa manifestação de apoio de Huckabee Sanders à política de ""destruir"" a Coreia do Norte de Trump – de Barack Obama para o português:

""Enquanto o senhor Trump brande a navalha, ecoando gritos de demolição, ouço um sussurro constrangido, uma voz que, outrora, ditava a moderação, agora tenta disfarçar a vergonha com elogios hesitantes. É como se, ao ver a casa pegar fogo, alguém, em vez de chamar os bombeiros, oferecesse um guarda-chuva.""",0,2506
2034,newsmet,gemma3,prompt4,"Google, largest lobbyist in Washington, to Build ‘Vertical Monopoly’ on Information",Construir um'monopólio vertical' da informação.,0,2505
2214,newsmet,gemini,prompt4,"Woman diagnosed with hematohidrosis, a rare disease that causes blood sweat","Uma mulher diagnosticada com hematohidrose, uma doença rara que a faz suar sangue: a rosa que sangra.
",0,2505
2532,newsmet,gemma3,prompt4,"Anti-depressants taken by millions linked to 28 murders in the UK in the past three decades, reveals shocking investigation – Infinite Unknown","Milhões de vidas aliviadas por um véu deprimido, agora assombradas por 28 sombras que se extinguiram no Reino Unido nas últimas três décadas, revela uma investigação aterradora – Infinito Desconhecido.",0,2504
2091,newsmet,gemma3,prompt4,"Spencer Johnson, ‘Who Moved My Cheese?’ Author, Dies at 78","O autor de ""Quem Roubou Meu Queijo?"" deixa o palco aos 78 anos.",0,2503
2281,newsmet,gemini,prompt4,"Cigarette smoking has negative physical, emotional, and financial effects.","Fumar é um trágico investimento na ruína física, emocional e financeira.
",0,2503
864,newsmet,gemini,prompt4,15-Minute Stand-Up Specials? Netflix Is Trying a New Format,"Netflix: Novos Especiais de Stand-Up com Sabor de Minuto
",0,2502
1904,newsmet,gemma3,prompt4,"Audi Engineer Implicates Superiors in Diesel Case, Lawyer Says","Engenheiro da Audi incrimina superiores no caso do diesel, afirma advogado.
",0,2502
746,newsmet,gemini,prompt4,The Pneumonic Plague Killed 50 Million People in the Middle Ages and Now It’s Back,"A Peste Pneumônica ceifou 50 milhões de vidas na Idade Média e agora está de volta à cena.
",0,2501
597,newsmet,gemma3,prompt4,Scientist Faces Criminal Charges Because Environmentalists Didn’t Like His Work,O cientista encara acusações criminais porque os ambientalistas não gostaram do seu trabalho.,0,2501
249,newsmet,gemini,prompt4,Trump on Report He Ordered Mueller's Firing: 'Fake News',"Fake News!
",0,2500
1002,newsmet,gemma3,prompt4,Gary Cohn Sold Someone a Bunch of Dying Cows,Gary Cohn vendeu um bando de gado doente.,0,2500
1823,newsmet,gemini,prompt4,Trump in Devastated Puerto Rico: You've Thrown Budget 'Out of Whack',"Você jogou o orçamento pelos ares.
",0,2499
2029,newsmet,gemma3,prompt4,Poland ‘Will Accept Migrants From Europe—but Not Africa or Middle East’,A Polônia abrirá os braços a viajantes do Velho Continente – mas fechará as portas a ventos do sul e do oriente.,0,2499
1913,newsmet,gemini,prompt4,Bill de Blasio Says He Regrets Promising List of Donors,"Bill de Blasio lamenta ter prometido uma lista de doadores.
",0,2497
1336,newsmet,gemma3,prompt4,Interview: Man Who Stopped Texas Shooting Is Being Harassed by the Mainstream Media (Video),**Homem que Contiuve o Massacre no Texas é Assediado pela Mídia Corrente (Vídeo)**,0,2497
1645,newsmet,gemini,prompt4,Barney Smith Is Selling the Contents of His Toilet Seat Art Museum,"Barney Smith está vendendo a alma do museu da arte de assentos de privada.
",0,2496
440,newsmet,gemma3,prompt4,‘We were literally on the helicopter’: Journo who flew with Coast Guard owns Trump over anti-press jab,"Estávamos, de helicóptero, no olho do furacão.",0,2496
2072,newsmet,gemma3,prompt4,Maduro Puts Army on Alert as Venezuela Threatened by 'the Most Criminal Empire',Maduro Coloca Exército em Estado de Alerta Enquanto Venezuela é Ameaçada pelo 'Império Mais Canalha'.,0,2495
2334,newsmet,gemini,prompt4,Photogallery - George Cilnton still has the Pfunk at age 75,"Ainda aos 75, George Clinton manda ver no Funk.
",0,2495
1704,newsmet,gemini,prompt4,Photogallery - NBA executive believes Cavs should trade Nets pick or Love or LeBron,"Executivo da NBA acha que o Cavs deveria trocar a escolha do Nets, ou o Love, ou o LeBron.
",0,2494
103,newsmet,gemma3,prompt4,Fox host shuts down BLM supporter over 10 requests for white people: ‘Textbook definition of racism’,Apresentador da Fox derruba defensor do BLM após dez pedidos por atenção aos brancos: ‘definição clássica de racismo’.,0,2494
2467,newsmet,gemma3,prompt4,Roy Moore Campaign to Gloria Allred: Release the Evidence,Campanha de Roy Moore a Gloria Allred: Despeçam as cartas na mesa.,0,2493
1979,newsmet,gemini,prompt4,‘Did he come with a gift receipt?’: Meyers ridicules pro-Trump pastor’s claim that president is ‘a gift from God’,"Ele veio com nota fiscal?
",0,2493
1782,newsmet,gemma3,prompt4,#Nuclearban: How Will China Play Its Hand? – Antiwar.com Blog,"**Proibição Nuclear: Como a China Jogará a Sua Carta? – Blog Antiwar.com**

O espectro da proibição nuclear paira como uma névoa densa sobre Pequim, e a questão não é se a China irá se render à maré crescente, mas como ela irá desviar essa onda. É um jogo de xadrez de proporções globais, onde cada peça carrega o peso de eras de estratégia e, crucialmente, a sombra da dissuasão.

A China, com sua visão de mundo moldada pela história, não é dada a concessões apressadas. Longe de se precipitar para o abismo da desarmamento, ela provavelmente irá trilhar um caminho de cautelosa e calculada complexidade. A possibilidade de se despir de suas armas nucleares, mesmo que parcialmente, é como pedir a um agricultor para abandonar seu arado em plena época de plantio.

O argumento de que",0,2492
